_id,data[0].currency,data[1].currency,data[2].currency,data[3].currency,data[4].currency,data[5].currency,data[6].currency,data[7].currency,data[8].currency,data[9].currency,data[10].currency,data[11].currency,data[12].currency,data[13].currency,data[14].currency,data[15].currency,data[16].currency,data[17].currency,data[18].currency,data[19].currency,data[20].currency,data[21].currency,data[22].currency,data[23].currency,data[24].currency,data[25].currency,data[26].currency,data[27].currency,data[0].rate,data[1].rate,data[2].rate,data[3].rate,data[4].rate,data[5].rate,data[6].rate,data[7].rate,data[8].rate,data[9].rate,data[10].rate,data[11].rate,data[12].rate,data[13].rate,data[14].rate,data[15].rate,data[16].rate,data[17].rate,data[18].rate,data[19].rate,data[20].rate,data[21].rate,data[22].rate,data[23].rate,data[24].rate,data[25].rate,data[26].rate,data[27].rate
646c42d5414bc320c94b5599,USD/EUR,USD/JPY,USD/GBP,USD/CHF,USD/AUD,USD/CAD,USD/NZD,EUR/JPY,EUR/GBP,EUR/CHF,EUR/AUD,EUR/CAD,EUR/NZD,JPY/GBP,JPY/CHF,JPY/AUD,JPY/CAD,JPY/NZD,GBP/CHF,GBP/AUD,GBP/CAD,GBP/NZD,CHF/AUD,CHF/CAD,CHF/NZD,AUD/CAD,AUD/NZD,CAD/NZD,0.9252405625462621,138.3697261287935,0.8034789045151739,0.90099925980755,1.501757957068838,1.348538119911177,1.5919689119170983,149.55,0.8684,0.9738,1.6231,1.4575,1.7206,0.00580675359411568,0.006511534603811433,0.010853226345703777,0.009745904379806084,0.011505182213306585,1.1213726393367112,1.8690695532012898,1.6783740211883926,1.981345002303086,1.6667693571575273,1.4967139042924624,1.7668925857465598,0.8979730146016881,1.060070235968209,1.1805145797598626
